"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player","Player_Href","Player_Num","Nation","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","PrgP_Passes","Carries_Carries","PrgC_Carries","Att_Take_Ons","Succ_Take_Ons"
"121","La Liga","2022-08-13","La Liga (Matchweek 1)","Barcelona","4-3-3",0,1.9,"Sergio Busquets · 90+3&rsquor;","4","1","Rayo Vallecano","4-2-3-1",0,0.5,"","6","0","https://fbref.com/en/matches/cbe0a303/Barcelona-Rayo-Vallecano-August-13-2022-La-Liga","Rayo Vallecano","Away","Catena","/en/players/274ab13c/Catena",5,"ESP","CB","27-289",90,0,0,0,0,0,0,1,0,28,0,0,1,0,0,0,0,0,13,22,59.1,0,12,0,0,0
"122","La Liga","2022-08-13","La Liga (Matchweek 1)","Barcelona","4-3-3",0,1.9,"Sergio Busquets · 90+3&rsquor;","4","1","Rayo Vallecano","4-2-3-1",0,0.5,"","6","0","https://fbref.com/en/matches/cbe0a303/Barcelona-Rayo-Vallecano-August-13-2022-La-Liga","Rayo Vallecano","Away","Florian Lejeune","/en/players/6eaed4eb/Florian-Lejeune",19,"FRA","CB","31-085",90,0,0,0,0,0,0,1,0,40,1,1,2,0,0,0,0,0,24,32,75,1,17,0,0,0
"123","La Liga","2022-08-13","La Liga (Matchweek 1)","Barcelona","4-3-3",0,1.9,"Sergio Busquets · 90+3&rsquor;","4","1","Rayo Vallecano","4-2-3-1",0,0.5,"","6","0","https://fbref.com/en/matches/cbe0a303/Barcelona-Rayo-Vallecano-August-13-2022-La-Liga","Rayo Vallecano","Away","Iván Balliu","/en/players/cee88597/Ivan-Balliu",20,"ALB","RB","30-224",90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,17,26,65.4,2,11,3,1,0
"124","La Liga","2022-08-13","La Liga (Matchweek 1)","Barcelona","4-3-3",0,1.9,"Sergio Busquets · 90+3&rsquor;","4","1","Rayo Vallecano","4-2-3-1",0,0.5,"","6","0","https://fbref.com/en/matches/cbe0a303/Barcelona-Rayo-Vallecano-August-13-2022-La-Liga","Rayo Vallecano","Away","Stole Dimitrievski","/en/players/fc70e345/Stole-Dimitrievski",1,"MKD","GK","28-231",90,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,13,39,33.3,0,16,0,0,0
"125","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Anthony Lozano","/en/players/38699c72/Anthony-Lozano",9,"HON","FW","29-111",90,0,0,0,0,2,1,0,0,21,0,0,0,0.1,0.1,0,1,0,7,11,63.6,2,12,1,3,2
"126","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Lucas Pérez","/en/players/a300ac7e/Lucas-Perez",15,"ESP","FW","33-338",72,0,0,0,0,0,0,1,0,24,0,0,1,0,0,0,1,0,10,20,50,0,10,1,1,0
"127","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Álvaro Negredo","/en/players/63b0ca6b/Alvaro-Negredo",18,"ESP","FW","36-359",18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,66.7,0,0,0,0,0
"128","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Santiago Arzamendia","/en/players/759d8dd7/Santiago-Arzamendia",21,"PAR","LM","24-101",64,0,0,0,0,1,0,0,0,19,0,0,2,0,0,0,1,0,6,11,54.5,0,6,1,0,0
"129","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Iván Alejo","/en/players/3d7e48ce/Ivan-Alejo",11,"ESP","LM","27-185",26,0,0,0,0,0,0,1,0,19,2,0,2,0,0,0,0,0,5,10,50,0,8,3,2,0
"130","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","José Mari","/en/players/6f4c734d/Jose-Mari",6,"ESP","CM","34-251",64,0,0,0,0,2,0,0,0,34,1,2,1,0,0,0.1,3,0,15,22,68.2,1,16,1,2,0
"131","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Tomás Alarcón","/en/players/99ea2ddd/Tomas-Alarcon",12,"CHI","CM","23-207",26,0,0,0,0,0,0,0,0,15,1,1,1,0,0,0,0,0,13,13,100,2,5,0,0,0
"132","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Fali","/en/players/72a84002/Fali",3,"ESP","CM","29-002",90,0,0,0,0,1,0,1,0,35,4,0,1,0,0,0,0,0,17,25,68,3,10,0,0,0
"133","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Alberto Perea","/en/players/5496cc91/Alberto-Perea",10,"ESP","RM","31-238",45,0,0,0,0,0,0,0,0,20,2,0,2,0,0,0,1,0,10,12,83.3,2,5,0,6,2
"134","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Awer Mabil","/en/players/922da988/Awer-Mabil",17,"AUS","RM","26-333",45,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,6,14,42.9,1,11,1,2,2
"135","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Alfonso Espino","/en/players/db001fa9/Alfonso-Espino",22,"URU","LB","30-221",90,0,0,0,0,1,0,0,0,55,3,0,1,0,0,0,1,0,26,46,56.5,3,22,2,3,3
"136","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Víctor Chust","/en/players/ec1a731e/Victor-Chust",32,"ESP","CB","22-162",90,0,0,0,0,0,0,0,0,57,3,2,2,0,0,0,1,0,37,45,82.2,3,14,0,1,0
"137","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Luis Hernández","/en/players/02d2c436/Luis-Hernandez",23,"ESP","CB","33-122",90,0,0,0,0,0,0,0,0,66,1,1,4,0,0,0,1,0,43,56,76.8,2,8,0,0,0
"138","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Joseba Zaldúa","/en/players/5ca20b7a/Joseba-Zaldua",2,"ESP","RB","30-051",85,0,0,0,0,0,0,1,0,45,1,2,2,0,0,0,1,0,26,33,78.8,3,14,2,1,1
"139","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Mamady Diarra","/en/players/80211dc5/Mamady-Diarra",29,"MLI","RB","22-049",5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,100,0,3,1,0,0
"140","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Cádiz","Home","Jeremías Ledesma","/en/players/6c4776b1/Jeremias-Ledesma",1,"ARG","GK","29-182",90,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,12,20,60,0,9,0,0,0
"141","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Takefusa Kubo","/en/players/16aa3654/Takefusa-Kubo",14,"JPN","FW","21-071",77,1,0,0,0,1,1,0,0,48,1,0,0,0.4,0.4,0.1,5,0,25,38,65.8,5,28,3,2,1
"142","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Mohamed Ali Cho","/en/players/f8405304/Mohamed-Ali-Cho",11,"FRA","RW","18-207",13,0,0,0,0,3,2,0,0,14,2,0,1,0.6,0.6,0,3,0,1,2,50,0,8,2,5,2
"143","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Alexander Isak","/en/players/8e92be30/Alexander-Isak",19,"SWE","FW","22-327",84,0,0,0,0,2,0,0,0,25,1,0,0,0.1,0.1,0,1,0,9,15,60,3,14,1,4,2
"144","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Jon Karrikaburu","/en/players/211589b8/Jon-Karrikaburu",33,"ESP","FW","19-329",6,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0.3,2,0,3,4,75,2,3,1,0,0
"145","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","David Silva","/en/players/e2716bd0/David-Silva",21,"ESP","AM","36-218",77,0,0,0,0,3,3,0,0,44,3,2,1,0.3,0.3,0,2,0,24,30,80,4,20,3,0,0
"146","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Ander Barrenetxea","/en/players/200e89e1/Ander-Barrenetxea",7,"ESP","LW","20-230",13,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,3,5,60,0,5,0,1,0
"147","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Mikel Merino","/en/players/d080ed5e/Mikel-Merino",8,"ESP","LM","26-053",77,0,1,0,0,2,0,0,0,68,1,1,2,0.3,0.3,0.5,2,1,40,53,75.5,6,29,0,1,0
"148","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Asier Illarramendi","/en/players/5ce0b5ba/Asier-Illarramendi",4,"ESP","DM","32-159",13,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,1,0,7,10,70,1,6,0,1,1
"149","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Brais Méndez","/en/players/c9e39d91/Brais-Mendez",23,"ESP","RM,AM","25-219",90,0,0,0,0,1,0,1,0,66,4,0,1,0,0,0,5,1,43,53,81.1,7,33,2,2,1
"150","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Martín Zubimendi","/en/players/3ee0dd59/Martin-Zubimendi",3,"ESP","DM","23-193",90,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,38,39,97.4,3,29,0,0,0
"151","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Diego Rico","/en/players/d9ba39fc/Diego-Rico",15,"ESP","LB","29-172",81,0,0,0,0,1,1,0,0,64,3,1,0,0,0,0,3,0,37,54,68.5,2,27,1,2,1
"152","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Aihen Muñoz","/en/players/228b0d9d/Aihen-Munoz",12,"ESP","LB","24-363",9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,7,57.1,1,3,0,0,0
"153","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Robin Le Normand","/en/players/9a64e67e/Robin-Le-Normand",24,"ESP","CB","25-276",90,0,0,0,0,0,0,0,0,58,1,1,0,0,0,0,0,0,46,48,95.8,4,29,1,0,0
"154","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Igor Zubeldia","/en/players/5c7845f6/Igor-Zubeldia",5,"ESP","CB","25-137",90,0,0,0,0,1,0,0,0,60,3,0,3,0,0,0,0,0,44,51,86.3,3,37,0,0,0
"155","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Aritz Elustondo","/en/players/f7dc2ae5/Aritz-Elustondo",6,"ESP","RB","28-139",90,0,0,0,0,0,0,0,0,68,2,2,0,0,0,0.2,2,0,47,57,82.5,6,33,2,1,0
"156","La Liga","2022-08-14","La Liga (Matchweek 1)","Cádiz","4-4-2",0,0.2,"","4","0","Real Sociedad","4-1-2-1-2",1,1.7,"Takefusa Kubo · 24&rsquor;","2","0","https://fbref.com/en/matches/7fbde755/Cadiz-Real-Sociedad-August-14-2022-La-Liga","Real Sociedad","Away","Álex Remiro","/en/players/374ee424/Alex-Remiro",1,"ESP","GK","27-143",90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,29,36,80.6,0,21,0,0,0
"157","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Hugo Duro","/en/players/37e103f8/Hugo-Duro",19,"ESP","FW","22-277",52,0,0,0,0,1,0,0,0,16,2,0,0,0.1,0.1,0,2,0,6,11,54.5,0,5,1,1,1
"158","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Cristhian Mosquera","/en/players/dc1ce4f5/Cristhian-Mosquera",33,"COL","CB","18-048",38,0,0,0,0,1,0,0,0,9,1,1,0,0.1,0.1,0,0,0,2,3,66.7,0,2,0,0,0
"159","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Samuel Lino","/en/players/2a295d33/Samuel-Lino",16,"BRA","LW,CM,LM","22-234",73,0,0,0,0,1,0,0,0,32,3,0,0,0,0,0.2,1,0,19,26,73.1,3,21,2,2,1
"160","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Maxi Gómez","/en/players/4c2e9442/Maxi-Gomez",9,"URU","FW","26-000",17,0,0,0,0,2,0,0,0,6,0,0,0,0.1,0.1,0,0,0,1,1,100,0,4,1,0,0
"161","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Samu Castillejo","/en/players/130a7a3f/Samu-Castillejo",11,"ESP","RW,FW","27-208",72,0,0,0,0,4,0,0,0,43,1,0,2,0.3,0.3,0,7,1,21,27,77.8,4,22,2,7,3
"162","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Nicolás González","/en/players/2c56a792/Nicolas-Gonzalez",17,"ESP","CM","20-223",18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,10,12,83.3,1,6,1,0,0
"163","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Carlos Soler","/en/players/fed17f5a/Carlos-Soler",10,"ESP","LM,CM","25-224",62,1,0,1,1,2,1,0,0,34,0,0,0,0.9,0.1,0.2,3,0,22,28,78.6,3,16,1,1,0
"164","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Dimitri Foulquier","/en/players/45e17712/Dimitri-Foulquier",20,"FRA","CB","29-144",28,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,2,5,40,0,2,0,0,0
"165","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Hugo Guillamón","/en/players/45d96179/Hugo-Guillamon",6,"","CM","22-195",90,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Yunus Musah","/en/players/b51b1b9c/Yunus-Musah",4,"USA","RM,CM","19-258",90,0,0,0,0,2,0,0,0,34,2,1,1,0.1,0.1,0,3,0,19,23,82.6,4,19,3,2,1
"167","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Jesus Vazquez","/en/players/106c142c/Jesus-Vazquez",32,"ESP","LB","19-224",72,0,0,0,0,2,0,1,0,56,0,0,1,0.1,0.1,0,0,0,36,47,76.6,1,34,1,4,2
"168","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Toni Lato","/en/players/8e088e04/Toni-Lato",3,"ESP","LB","24-266",18,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,5,6,83.3,1,5,0,1,0
"169","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Mouctar Diakhaby","/en/players/d2110326/Mouctar-Diakhaby",12,"GUI","CB","25-238",90,0,0,0,0,0,0,0,0,49,0,2,1,0,0,0,0,0,30,41,73.2,2,20,0,1,0
"170","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Eray Cömert","/en/players/15937e17/Eray-Comert",24,"SUI","CB","24-191",51,0,0,0,0,0,0,0,1,42,2,0,3,0,0,0,1,0,29,33,87.9,1,26,0,0,0
"171","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Thierry Correia","/en/players/c78b352d/Thierry-Correia",2,"POR","RB","23-158",90,0,0,0,0,0,0,1,0,45,1,2,0,0,0,0,1,0,28,34,82.4,3,20,1,1,0
"172","La Liga","2022-08-14","La Liga (Matchweek 1)","Valencia","4-3-3",1,1.6,"Carlos Soler (P) · 45+1&rsquor; Eray Cömert · 52&rsquor;","2","1","Girona","3-4-3",0,0.1,"","3","0","https://fbref.com/en/matches/aaab7ab9/Valencia-Girona-August-14-2022-La-Liga","Valencia","Home","Giorgi Mamardashvili","/en/players/d4b73232/Giorgi-Mamardashvili",28,"GEO","GK","21-319",90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,19,27,70.4,0,14,0,0,0
